marketcap,volume,timestamp,name,symbol,slug
4118501658.564442,108138542.91188186,,,,neo
3954244776.1947217,224369101.7244379,,,,neo
3691318615.4351854,192131317.27543086,,,,neo
3595176373.231509,358293858.06693363,,,,neo
3548735384.943502,953141249.4492608,,,,neo
3347286698.9067793,204708925.18957132,,,,neo
3189684718.6183667,73418297.50651774,,,,neo
3148426297.6259775,184457450.47044328,,,,neo
3073958017.946327,1939407.275924,,,,neo
2812561356.805537,36269120.44606295,,,,neo
2669994948.930002,346664697.4521099,,,,neo
2643814405.6530614,425419150.411839,,,,neo
2582067473.1871514,180651425.22739786,,,,neo
2532737267.4481664,1422093278.6643248,,,,neo
2355028238.4830484,312317323.1136952,,,,neo
2354298069.3445854,260894594.17577997,,,,neo
2272624498.671368,242096019.77494293,,,,neo
2196327114.651496,9624625.8726399,,,,neo
2168713601.9601483,88534643.95885135,,,,neo
2124175740.0221038,510689237.1034167,,,,neo
2109567674.4398289,423360820.1938019,,,,neo
2090033289.1071994,25652803.98708337,,,,neo
2075650299.5343904,1006700983.8673933,,,,neo
2053682587.902881,48435278.42642944,,,,neo
2013784516.5691607,98155250.30479318,,,,neo
2017918077.6118815,365181640.49238706,,,,neo
2013454785.5708244,112300622.48873642,,,,neo
2009731829.690883,515123665.67111856,,,,neo
1997149542.5552592,163937501.63919982,,,,neo
1995704505.5345712,1883842471.7953923,,,,neo
1957680299.0671782,29158447.26460592,,,,neo
1869245661.2929752,64436358.19761897,,,,neo
1870105879.456251,179687593.24017966,,,,neo
1796823825.5853941,164491883.3511294,,,,neo
1764870593.6422102,7445105.04611538,,,,neo
1707077038.286896,136698612.55799255,,,,neo
1583696412.9678783,622653371.4203516,,,,neo
1544857010.0848784,187010418.34390238,,,,neo
1518490756.6762455,36838043.05236209,,,,neo
1502535868.080719,92350021.38271292,,,,neo
1476109610.3078969,247027659.92627996,,,,neo
1462219448.4666328,28317003.31134208,,,,neo
1436474505.416981,98164480.47216356,,,,neo
1422894000.4517307,176851530.4103087,,,,neo
1396440793.7775245,180749740.02517897,,,,neo
1291278411.2197065,357442924.7033484,,,,neo
1275877286.49501,7454000.79133616,,,,neo
1253697767.8109858,94981407.84024212,,,,neo
1194809796.0419006,7841530.22743828,,,,neo
1181575968.3306777,22557350.94998009,,,,neo
1124032250.0829308,128427793.53145401,,,,neo
1114998235.3094077,235220278.3197254,,,,neo
1091719546.0956903,98445899.1892625,,,,neo
1089787140.9041514,164059721.25079295,,,,neo
1081711145.3681974,147443034.80255774,,,,neo
1040536465.3001064,227034169.6912667,,,,neo
1079646009120.7388,61696004735.95695,,,,binance-usd
466934170135.17035,52018751754.36042,,,,binance-usd
101381074272.82687,4392656297.297935,,,,binance-usd
64538730791.89946,27238704823.46822,,,,binance-usd
55795362812.77694,162927017301.84094,,,,binance-usd
55580393492.78384,7075537750.299573,,,,binance-usd
54671183519.00901,8064942441.018638,,,,binance-usd
37117326722.60037,2381851607.164854,,,,binance-usd
27070646550.024002,7375326054.641679,,,,binance-usd
25659995740.74873,11490616263.42628,,,,binance-usd
20975485560.13515,3085866393.110132,,,,binance-usd
20615572057.163265,641758980.2916243,,,,binance-usd
16897799235.887249,4494441480.21667,,,,binance-usd
14382240741.817444,2494385674.3730154,,,,binance-usd
14264912536.664877,2110101187.1090434,,,,binance-usd
13675631308.952553,13091332598.413498,,,,binance-usd
12050560640.581993,396689663.34943205,,,,binance-usd
12050439999.18832,9550963068.904085,,,,binance-usd
11529078657.35703,354102571.2903244,,,,binance-usd
10165170493.631905,3559512607.060017,,,,binance-usd
9994246021.631067,283262836.8258186,,,,binance-usd
10008986986.817421,986016837.6331116,,,,binance-usd
9568228985.24793,6950211525.516094,,,,binance-usd
8408443123.645745,615618583.5831556,,,,binance-usd
8203959232.898095,1478163002.383262,,,,binance-usd
7799613620.754869,8782125390.634129,,,,binance-usd
6601590050.94691,460496647.51888734,,,,binance-usd
6560398745.044624,1824043747.4553757,,,,binance-usd
6326713209.311877,429662554.19584274,,,,binance-usd
6053677775.58322,195865005.99694893,,,,binance-usd
5841901499.814023,814644975.7455525,,,,binance-usd
5785938092.49432,109860848.41000652,,,,binance-usd
5778597317.645634,381411872.21600175,,,,binance-usd
5347940314.424069,350275910.0211909,,,,binance-usd
5181326299.520671,321177467.6369935,,,,binance-usd
5153007396.035365,1494294864.9598,,,,binance-usd
5121863195.881598,57036181.89378007,,,,binance-usd
5046500043.67912,369080485.4762549,,,,binance-usd
4705609904.489036,517819451.17503875,,,,binance-usd
4701629564.653018,2061048149.9521098,,,,binance-usd
4590998446.694672,1532881520.3008559,,,,binance-usd
4532788018.462711,109003356.50906597,,,,binance-usd
4453050994.498135,241364936.96907362,,,,binance-usd
4153552894.102049,1222795168.714254,,,,binance-usd
4118501658.564442,108138542.91188186,,,,binance-usd
3954244776.1947217,224369101.7244379,,,,binance-usd
3691318615.4351854,192131317.27543086,,,,binance-usd
3595176373.231509,358293858.06693363,,,,binance-usd
3548735384.943502,953141249.4492608,,,,binance-usd
3347286698.9067793,204708925.18957132,,,,binance-usd
3189684718.6183667,73418297.50651774,,,,binance-usd
3148426297.6259775,184457450.47044328,,,,binance-usd
3073958017.946327,1939407.275924,,,,binance-usd
2812561356.805537,36269120.44606295,,,,binance-usd
2669994948.930002,346664697.4521099,,,,binance-usd
2643814405.6530614,425419150.411839,,,,binance-usd
2582067473.1871514,180651425.22739786,,,,binance-usd
2532737267.4481664,1422093278.6643248,,,,binance-usd
2355028238.4830484,312317323.1136952,,,,binance-usd
2354298069.3445854,260894594.17577997,,,,binance-usd
2272624498.671368,242096019.77494293,,,,binance-usd
2196327114.651496,9624625.8726399,,,,binance-usd
2168713601.9601483,88534643.95885135,,,,binance-usd
2124175740.0221038,510689237.1034167,,,,binance-usd
2109567674.4398289,423360820.1938019,,,,binance-usd
2090033289.1071994,25652803.98708337,,,,binance-usd
2075650299.5343904,1006700983.8673933,,,,binance-usd
2053682587.902881,48435278.42642944,,,,binance-usd
2013784516.5691607,98155250.30479318,,,,binance-usd
2017918077.6118815,365181640.49238706,,,,binance-usd
2013454785.5708244,112300622.48873642,,,,binance-usd
2009731829.690883,515123665.67111856,,,,binance-usd
1997149542.5552592,163937501.63919982,,,,binance-usd
1995704505.5345712,1883842471.7953923,,,,binance-usd
1957680299.0671782,29158447.26460592,,,,binance-usd
1869245661.2929752,64436358.19761897,,,,binance-usd
1870105879.456251,179687593.24017966,,,,binance-usd
1796823825.5853941,164491883.3511294,,,,binance-usd
1764870593.6422102,7445105.04611538,,,,binance-usd
1707077038.286896,136698612.55799255,,,,binance-usd
1583696412.9678783,622653371.4203516,,,,binance-usd
1544857010.0848784,187010418.34390238,,,,binance-usd
1518490756.6762455,36838043.05236209,,,,binance-usd
1502535868.080719,92350021.38271292,,,,binance-usd
1476109610.3078969,247027659.92627996,,,,binance-usd
1462219448.4666328,28317003.31134208,,,,binance-usd
1436474505.416981,98164480.47216356,,,,binance-usd
1422894000.4517307,176851530.4103087,,,,binance-usd
1396440793.7775245,180749740.02517897,,,,binance-usd
1291278411.2197065,357442924.7033484,,,,binance-usd
1275877286.49501,7454000.79133616,,,,binance-usd
1253697767.8109858,94981407.84024212,,,,binance-usd
1194809796.0419006,7841530.22743828,,,,binance-usd
1181575968.3306777,22557350.94998009,,,,binance-usd
1124032250.0829308,128427793.53145401,,,,binance-usd
1114998235.3094077,235220278.3197254,,,,binance-usd
1091719546.0956903,98445899.1892625,,,,binance-usd
1089787140.9041514,164059721.25079295,,,,binance-usd
1081711145.3681974,147443034.80255774,,,,binance-usd
1040536465.3001064,227034169.6912667,,,,binance-usd
1079646009120.7388,61696004735.95695,,,,terra-luna
466934170135.17035,52018751754.36042,,,,terra-luna
101381074272.82687,4392656297.297935,,,,terra-luna
64538730791.89946,27238704823.46822,,,,terra-luna
55795362812.77694,162927017301.84094,,,,terra-luna
55580393492.78384,7075537750.299573,,,,terra-luna
54671183519.00901,8064942441.018638,,,,terra-luna
37117326722.60037,2381851607.164854,,,,terra-luna
27070646550.024002,7375326054.641679,,,,terra-luna
25659995740.74873,11490616263.42628,,,,terra-luna
20975485560.13515,3085866393.110132,,,,terra-luna
20615572057.163265,641758980.2916243,,,,terra-luna
16897799235.887249,4494441480.21667,,,,terra-luna
14382240741.817444,2494385674.3730154,,,,terra-luna
14264912536.664877,2110101187.1090434,,,,terra-luna
13675631308.952553,13091332598.413498,,,,terra-luna
12050560640.581993,396689663.34943205,,,,terra-luna
12050439999.18832,9550963068.904085,,,,terra-luna
11529078657.35703,354102571.2903244,,,,terra-luna
10165170493.631905,3559512607.060017,,,,terra-luna
9994246021.631067,283262836.8258186,,,,terra-luna
10008986986.817421,986016837.6331116,,,,terra-luna
9568228985.24793,6950211525.516094,,,,terra-luna
8408443123.645745,615618583.5831556,,,,terra-luna
8203959232.898095,1478163002.383262,,,,terra-luna
7799613620.754869,8782125390.634129,,,,terra-luna
6601590050.94691,460496647.51888734,,,,terra-luna
6560398745.044624,1824043747.4553757,,,,terra-luna
6326713209.311877,429662554.19584274,,,,terra-luna
6053677775.58322,195865005.99694893,,,,terra-luna
5841901499.814023,814644975.7455525,,,,terra-luna
5785938092.49432,109860848.41000652,,,,terra-luna
5778597317.645634,381411872.21600175,,,,terra-luna
5347940314.424069,350275910.0211909,,,,terra-luna
5181326299.520671,321177467.6369935,,,,terra-luna
5153007396.035365,1494294864.9598,,,,terra-luna
5121863195.881598,57036181.89378007,,,,terra-luna
5046500043.67912,369080485.4762549,,,,terra-luna
4705609904.489036,517819451.17503875,,,,terra-luna
4701629564.653018,2061048149.9521098,,,,terra-luna
4590998446.694672,1532881520.3008559,,,,terra-luna
4532788018.462711,109003356.50906597,,,,terra-luna
4453050994.498135,241364936.96907362,,,,terra-luna
4153552894.102049,1222795168.714254,,,,terra-luna
4118501658.564442,108138542.91188186,,,,terra-luna
3954244776.1947217,224369101.7244379,,,,terra-luna
3691318615.4351854,192131317.27543086,,,,terra-luna
3595176373.231509,358293858.06693363,,,,terra-luna
3548735384.943502,953141249.4492608,,,,terra-luna
3347286698.9067793,204708925.18957132,,,,terra-luna
3189684718.6183667,73418297.50651774,,,,terra-luna
3148426297.6259775,184457450.47044328,,,,terra-luna
3073958017.946327,1939407.275924,,,,terra-luna
2812561356.805537,36269120.44606295,,,,terra-luna
2669994948.930002,346664697.4521099,,,,terra-luna
2643814405.6530614,425419150.411839,,,,terra-luna
2582067473.1871514,180651425.22739786,,,,terra-luna
2532737267.4481664,1422093278.6643248,,,,terra-luna
2355028238.4830484,312317323.1136952,,,,terra-luna
2354298069.3445854,260894594.17577997,,,,terra-luna
2272624498.671368,242096019.77494293,,,,terra-luna
2196327114.651496,9624625.8726399,,,,terra-luna
2168713601.9601483,88534643.95885135,,,,terra-luna
2124175740.0221038,510689237.1034167,,,,terra-luna
2109567674.4398289,423360820.1938019,,,,terra-luna
2090033289.1071994,25652803.98708337,,,,terra-luna
2075650299.5343904,1006700983.8673933,,,,terra-luna
2053682587.902881,48435278.42642944,,,,terra-luna
2013784516.5691607,98155250.30479318,,,,terra-luna
2017918077.6118815,365181640.49238706,,,,terra-luna
2013454785.5708244,112300622.48873642,,,,terra-luna
2009731829.690883,515123665.67111856,,,,terra-luna
1997149542.5552592,163937501.63919982,,,,terra-luna
1995704505.5345712,1883842471.7953923,,,,terra-luna
1957680299.0671782,29158447.26460592,,,,terra-luna
1869245661.2929752,64436358.19761897,,,,terra-luna
1870105879.456251,179687593.24017966,,,,terra-luna
1796823825.5853941,164491883.3511294,,,,terra-luna
1764870593.6422102,7445105.04611538,,,,terra-luna
1707077038.286896,136698612.55799255,,,,terra-luna
1583696412.9678783,622653371.4203516,,,,terra-luna
1544857010.0848784,187010418.34390238,,,,terra-luna
1518490756.6762455,36838043.05236209,,,,terra-luna
1502535868.080719,92350021.38271292,,,,terra-luna
1476109610.3078969,247027659.92627996,,,,terra-luna
1462219448.4666328,28317003.31134208,,,,terra-luna
1436474505.416981,98164480.47216356,,,,terra-luna
1422894000.4517307,176851530.4103087,,,,terra-luna
1396440793.7775245,180749740.02517897,,,,terra-luna
1291278411.2197065,357442924.7033484,,,,terra-luna
1275877286.49501,7454000.79133616,,,,terra-luna
1253697767.8109858,94981407.84024212,,,,terra-luna
1194809796.0419006,7841530.22743828,,,,terra-luna
1181575968.3306777,22557350.94998009,,,,terra-luna
1124032250.0829308,128427793.53145401,,,,terra-luna
1114998235.3094077,235220278.3197254,,,,terra-luna
1091719546.0956903,98445899.1892625,,,,terra-luna
1089787140.9041514,164059721.25079295,,,,terra-luna
1081711145.3681974,147443034.80255774,,,,terra-luna
1040536465.3001064,227034169.6912667,,,,terra-luna
1079646009120.7388,61696004735.95695,,,,bitcoin-sv
466934170135.17035,52018751754.36042,,,,bitcoin-sv
101381074272.82687,4392656297.297935,,,,bitcoin-sv
64538730791.89946,27238704823.46822,,,,bitcoin-sv
55795362812.77694,162927017301.84094,,,,bitcoin-sv
55580393492.78384,7075537750.299573,,,,bitcoin-sv
54671183519.00901,8064942441.018638,,,,bitcoin-sv
37117326722.60037,2381851607.164854,,,,bitcoin-sv
27070646550.024002,7375326054.641679,,,,bitcoin-sv
25659995740.74873,11490616263.42628,,,,bitcoin-sv
20975485560.13515,3085866393.110132,,,,bitcoin-sv
20615572057.163265,641758980.2916243,,,,bitcoin-sv
16897799235.887249,4494441480.21667,,,,bitcoin-sv
14382240741.817444,2494385674.3730154,,,,bitcoin-sv
14264912536.664877,2110101187.1090434,,,,bitcoin-sv
13675631308.952553,13091332598.413498,,,,bitcoin-sv
12050560640.581993,396689663.34943205,,,,bitcoin-sv
12050439999.18832,9550963068.904085,,,,bitcoin-sv
11529078657.35703,354102571.2903244,,,,bitcoin-sv
10165170493.631905,3559512607.060017,,,,bitcoin-sv
9994246021.631067,283262836.8258186,,,,bitcoin-sv
10008986986.817421,986016837.6331116,,,,bitcoin-sv
9568228985.24793,6950211525.516094,,,,bitcoin-sv
8408443123.645745,615618583.5831556,,,,bitcoin-sv
8203959232.898095,1478163002.383262,,,,bitcoin-sv
7799613620.754869,8782125390.634129,,,,bitcoin-sv
6601590050.94691,460496647.51888734,,,,bitcoin-sv
6560398745.044624,1824043747.4553757,,,,bitcoin-sv
6326713209.311877,429662554.19584274,,,,bitcoin-sv
6053677775.58322,195865005.99694893,,,,bitcoin-sv
5841901499.814023,814644975.7455525,,,,bitcoin-sv
5785938092.49432,109860848.41000652,,,,bitcoin-sv
5778597317.645634,381411872.21600175,,,,bitcoin-sv
5347940314.424069,350275910.0211909,,,,bitcoin-sv
5181326299.520671,321177467.6369935,,,,bitcoin-sv
5153007396.035365,1494294864.9598,,,,bitcoin-sv
5121863195.881598,57036181.89378007,,,,bitcoin-sv
5046500043.67912,369080485.4762549,,,,bitcoin-sv
4705609904.489036,517819451.17503875,,,,bitcoin-sv
4701629564.653018,2061048149.9521098,,,,bitcoin-sv
4590998446.694672,1532881520.3008559,,,,bitcoin-sv
4532788018.462711,109003356.50906597,,,,bitcoin-sv
4453050994.498135,241364936.96907362,,,,bitcoin-sv
4153552894.102049,1222795168.714254,,,,bitcoin-sv
4118501658.564442,108138542.91188186,,,,bitcoin-sv
3954244776.1947217,224369101.7244379,,,,bitcoin-sv
3691318615.4351854,192131317.27543086,,,,bitcoin-sv
3595176373.231509,358293858.06693363,,,,bitcoin-sv
3548735384.943502,953141249.4492608,,,,bitcoin-sv
3347286698.9067793,204708925.18957132,,,,bitcoin-sv
3189684718.6183667,73418297.50651774,,,,bitcoin-sv
3148426297.6259775,184457450.47044328,,,,bitcoin-sv
3073958017.946327,1939407.275924,,,,bitcoin-sv
2812561356.805537,36269120.44606295,,,,bitcoin-sv
2669994948.930002,346664697.4521099,,,,bitcoin-sv
2643814405.6530614,425419150.411839,,,,bitcoin-sv
2582067473.1871514,180651425.22739786,,,,bitcoin-sv
2532737267.4481664,1422093278.6643248,,,,bitcoin-sv
2355028238.4830484,312317323.1136952,,,,bitcoin-sv
2354298069.3445854,260894594.17577997,,,,bitcoin-sv
2272624498.671368,242096019.77494293,,,,bitcoin-sv
2196327114.651496,9624625.8726399,,,,bitcoin-sv
2168713601.9601483,88534643.95885135,,,,bitcoin-sv
2124175740.0221038,510689237.1034167,,,,bitcoin-sv
2109567674.4398289,423360820.1938019,,,,bitcoin-sv
2090033289.1071994,25652803.98708337,,,,bitcoin-sv
2075650299.5343904,1006700983.8673933,,,,bitcoin-sv
2053682587.902881,48435278.42642944,,,,bitcoin-sv
2013784516.5691607,98155250.30479318,,,,bitcoin-sv
2017918077.6118815,365181640.49238706,,,,bitcoin-sv
2013454785.5708244,112300622.48873642,,,,bitcoin-sv
2009731829.690883,515123665.67111856,,,,bitcoin-sv
1997149542.5552592,163937501.63919982,,,,bitcoin-sv
1995704505.5345712,1883842471.7953923,,,,bitcoin-sv
1957680299.0671782,29158447.26460592,,,,bitcoin-sv
1869245661.2929752,64436358.19761897,,,,bitcoin-sv
1870105879.456251,179687593.24017966,,,,bitcoin-sv
1796823825.5853941,164491883.3511294,,,,bitcoin-sv
1764870593.6422102,7445105.04611538,,,,bitcoin-sv
1707077038.286896,136698612.55799255,,,,bitcoin-sv
1583696412.9678783,622653371.4203516,,,,bitcoin-sv
1544857010.0848784,187010418.34390238,,,,bitcoin-sv
1518490756.6762455,36838043.05236209,,,,bitcoin-sv
1502535868.080719,92350021.38271292,,,,bitcoin-sv
1476109610.3078969,247027659.92627996,,,,bitcoin-sv
1462219448.4666328,28317003.31134208,,,,bitcoin-sv
1436474505.416981,98164480.47216356,,,,bitcoin-sv
1422894000.4517307,176851530.4103087,,,,bitcoin-sv
1396440793.7775245,180749740.02517897,,,,bitcoin-sv
1291278411.2197065,357442924.7033484,,,,bitcoin-sv
1275877286.49501,7454000.79133616,,,,bitcoin-sv
1253697767.8109858,94981407.84024212,,,,bitcoin-sv
1194809796.0419006,7841530.22743828,,,,bitcoin-sv
1181575968.3306777,22557350.94998009,,,,bitcoin-sv
1124032250.0829308,128427793.53145401,,,,bitcoin-sv
1114998235.3094077,235220278.3197254,,,,bitcoin-sv
1091719546.0956903,98445899.1892625,,,,bitcoin-sv
1089787140.9041514,164059721.25079295,,,,bitcoin-sv
1081711145.3681974,147443034.80255774,,,,bitcoin-sv
1040536465.3001064,227034169.6912667,,,,bitcoin-sv
1079646009120.7388,61696004735.95695,,,,pancakeswap
466934170135.17035,52018751754.36042,,,,pancakeswap
101381074272.82687,4392656297.297935,,,,pancakeswap
64538730791.89946,27238704823.46822,,,,pancakeswap
55795362812.77694,162927017301.84094,,,,pancakeswap
55580393492.78384,7075537750.299573,,,,pancakeswap
54671183519.00901,8064942441.018638,,,,pancakeswap
37117326722.60037,2381851607.164854,,,,pancakeswap
27070646550.024002,7375326054.641679,,,,pancakeswap
25659995740.74873,11490616263.42628,,,,pancakeswap
20975485560.13515,3085866393.110132,,,,pancakeswap
20615572057.163265,641758980.2916243,,,,pancakeswap
16897799235.887249,4494441480.21667,,,,pancakeswap
14382240741.817444,2494385674.3730154,,,,pancakeswap
14264912536.664877,2110101187.1090434,,,,pancakeswap
13675631308.952553,13091332598.413498,,,,pancakeswap
12050560640.581993,396689663.34943205,,,,pancakeswap
12050439999.18832,9550963068.904085,,,,pancakeswap
11529078657.35703,354102571.2903244,,,,pancakeswap
10165170493.631905,3559512607.060017,,,,pancakeswap
9994246021.631067,283262836.8258186,,,,pancakeswap
10008986986.817421,986016837.6331116,,,,pancakeswap
9568228985.24793,6950211525.516094,,,,pancakeswap
8408443123.645745,615618583.5831556,,,,pancakeswap
8203959232.898095,1478163002.383262,,,,pancakeswap
7799613620.754869,8782125390.634129,,,,pancakeswap
6601590050.94691,460496647.51888734,,,,pancakeswap
6560398745.044624,1824043747.4553757,,,,pancakeswap
6326713209.311877,429662554.19584274,,,,pancakeswap
6053677775.58322,195865005.99694893,,,,pancakeswap
5841901499.814023,814644975.7455525,,,,pancakeswap
5785938092.49432,109860848.41000652,,,,pancakeswap
5778597317.645634,381411872.21600175,,,,pancakeswap
5347940314.424069,350275910.0211909,,,,pancakeswap
5181326299.520671,321177467.6369935,,,,pancakeswap
5153007396.035365,1494294864.9598,,,,pancakeswap
5121863195.881598,57036181.89378007,,,,pancakeswap
5046500043.67912,369080485.4762549,,,,pancakeswap
4705609904.489036,517819451.17503875,,,,pancakeswap
4701629564.653018,2061048149.9521098,,,,pancakeswap
4590998446.694672,1532881520.3008559,,,,pancakeswap
4532788018.462711,109003356.50906597,,,,pancakeswap
4453050994.498135,241364936.96907362,,,,pancakeswap
4153552894.102049,1222795168.714254,,,,pancakeswap
4118501658.564442,108138542.91188186,,,,pancakeswap
3954244776.1947217,224369101.7244379,,,,pancakeswap
3691318615.4351854,192131317.27543086,,,,pancakeswap
3595176373.231509,358293858.06693363,,,,pancakeswap
3548735384.943502,953141249.4492608,,,,pancakeswap
3347286698.9067793,204708925.18957132,,,,pancakeswap
3189684718.6183667,73418297.50651774,,,,pancakeswap
3148426297.6259775,184457450.47044328,,,,pancakeswap
3073958017.946327,1939407.275924,,,,pancakeswap
2812561356.805537,36269120.44606295,,,,pancakeswap
2669994948.930002,346664697.4521099,,,,pancakeswap
2643814405.6530614,425419150.411839,,,,pancakeswap
2582067473.1871514,180651425.22739786,,,,pancakeswap
2532737267.4481664,1422093278.6643248,,,,pancakeswap
2355028238.4830484,312317323.1136952,,,,pancakeswap
2354298069.3445854,260894594.17577997,,,,pancakeswap
2272624498.671368,242096019.77494293,,,,pancakeswap
2196327114.651496,9624625.8726399,,,,pancakeswap
2168713601.9601483,88534643.95885135,,,,pancakeswap
2124175740.0221038,510689237.1034167,,,,pancakeswap
2109567674.4398289,423360820.1938019,,,,pancakeswap
2090033289.1071994,25652803.98708337,,,,pancakeswap
2075650299.5343904,1006700983.8673933,,,,pancakeswap
2053682587.902881,48435278.42642944,,,,pancakeswap
2013784516.5691607,98155250.30479318,,,,pancakeswap
2017918077.6118815,365181640.49238706,,,,pancakeswap
2013454785.5708244,112300622.48873642,,,,pancakeswap
2009731829.690883,515123665.67111856,,,,pancakeswap
1997149542.5552592,163937501.63919982,,,,pancakeswap
1995704505.5345712,1883842471.7953923,,,,pancakeswap
1957680299.0671782,29158447.26460592,,,,pancakeswap
1869245661.2929752,64436358.19761897,,,,pancakeswap
1870105879.456251,179687593.24017966,,,,pancakeswap
1796823825.5853941,164491883.3511294,,,,pancakeswap
1764870593.6422102,7445105.04611538,,,,pancakeswap
1707077038.286896,136698612.55799255,,,,pancakeswap
1583696412.9678783,622653371.4203516,,,,pancakeswap
1544857010.0848784,187010418.34390238,,,,pancakeswap
1518490756.6762455,36838043.05236209,,,,pancakeswap
1502535868.080719,92350021.38271292,,,,pancakeswap
1476109610.3078969,247027659.92627996,,,,pancakeswap
1462219448.4666328,28317003.31134208,,,,pancakeswap
1436474505.416981,98164480.47216356,,,,pancakeswap
1422894000.4517307,176851530.4103087,,,,pancakeswap
1396440793.7775245,180749740.02517897,,,,pancakeswap
1291278411.2197065,357442924.7033484,,,,pancakeswap
1275877286.49501,7454000.79133616,,,,pancakeswap
1253697767.8109858,94981407.84024212,,,,pancakeswap
1194809796.0419006,7841530.22743828,,,,pancakeswap
1181575968.3306777,22557350.94998009,,,,pancakeswap
1124032250.0829308,128427793.53145401,,,,pancakeswap
1114998235.3094077,235220278.3197254,,,,pancakeswap
1091719546.0956903,98445899.1892625,,,,pancakeswap
1089787140.9041514,164059721.25079295,,,,pancakeswap
1081711145.3681974,147443034.80255774,,,,pancakeswap
1040536465.3001064,227034169.6912667,,,,pancakeswap
1079646009120.7388,61696004735.95695,,,,iota
466934170135.17035,52018751754.36042,,,,iota
101381074272.82687,4392656297.297935,,,,iota
64538730791.89946,27238704823.46822,,,,iota
55795362812.77694,162927017301.84094,,,,iota
55580393492.78384,7075537750.299573,,,,iota
54671183519.00901,8064942441.018638,,,,iota
37117326722.60037,2381851607.164854,,,,iota
27070646550.024002,7375326054.641679,,,,iota
25659995740.74873,11490616263.42628,,,,iota
20975485560.13515,3085866393.110132,,,,iota
20615572057.163265,641758980.2916243,,,,iota
16897799235.887249,4494441480.21667,,,,iota
14382240741.817444,2494385674.3730154,,,,iota
14264912536.664877,2110101187.1090434,,,,iota
13675631308.952553,13091332598.413498,,,,iota
12050560640.581993,396689663.34943205,,,,iota
12050439999.18832,9550963068.904085,,,,iota
11529078657.35703,354102571.2903244,,,,iota
10165170493.631905,3559512607.060017,,,,iota
9994246021.631067,283262836.8258186,,,,iota
10008986986.817421,986016837.6331116,,,,iota
9568228985.24793,6950211525.516094,,,,iota
8408443123.645745,615618583.5831556,,,,iota
8203959232.898095,1478163002.383262,,,,iota
7799613620.754869,8782125390.634129,,,,iota
6601590050.94691,460496647.51888734,,,,iota
6560398745.044624,1824043747.4553757,,,,iota
6326713209.311877,429662554.19584274,,,,iota
6053677775.58322,195865005.99694893,,,,iota
5841901499.814023,814644975.7455525,,,,iota
5785938092.49432,109860848.41000652,,,,iota
5778597317.645634,381411872.21600175,,,,iota
5347940314.424069,350275910.0211909,,,,iota
5181326299.520671,321177467.6369935,,,,iota
5153007396.035365,1494294864.9598,,,,iota
5121863195.881598,57036181.89378007,,,,iota
5046500043.67912,369080485.4762549,,,,iota
4705609904.489036,517819451.17503875,,,,iota
4701629564.653018,2061048149.9521098,,,,iota
4590998446.694672,1532881520.3008559,,,,iota
4532788018.462711,109003356.50906597,,,,iota
4453050994.498135,241364936.96907362,,,,iota
4153552894.102049,1222795168.714254,,,,iota
4118501658.564442,108138542.91188186,,,,iota
3954244776.1947217,224369101.7244379,,,,iota
3691318615.4351854,192131317.27543086,,,,iota
3595176373.231509,358293858.06693363,,,,iota
3548735384.943502,953141249.4492608,,,,iota
3347286698.9067793,204708925.18957132,,,,iota
3189684718.6183667,73418297.50651774,,,,iota
3148426297.6259775,184457450.47044328,,,,iota
3073958017.946327,1939407.275924,,,,iota
2812561356.805537,36269120.44606295,,,,iota
2669994948.930002,346664697.4521099,,,,iota
2643814405.6530614,425419150.411839,,,,iota
2582067473.1871514,180651425.22739786,,,,iota
2532737267.4481664,1422093278.6643248,,,,iota
2355028238.4830484,312317323.1136952,,,,iota
2354298069.3445854,260894594.17577997,,,,iota
2272624498.671368,242096019.77494293,,,,iota
2196327114.651496,9624625.8726399,,,,iota
2168713601.9601483,88534643.95885135,,,,iota
2124175740.0221038,510689237.1034167,,,,iota
2109567674.4398289,423360820.1938019,,,,iota
2090033289.1071994,25652803.98708337,,,,iota
2075650299.5343904,1006700983.8673933,,,,iota
2053682587.902881,48435278.42642944,,,,iota
2013784516.5691607,98155250.30479318,,,,iota
2017918077.6118815,365181640.49238706,,,,iota
2013454785.5708244,112300622.48873642,,,,iota
2009731829.690883,515123665.67111856,,,,iota
1997149542.5552592,163937501.63919982,,,,iota
1995704505.5345712,1883842471.7953923,,,,iota
1957680299.0671782,29158447.26460592,,,,iota
1869245661.2929752,64436358.19761897,,,,iota
1870105879.456251,179687593.24017966,,,,iota
1796823825.5853941,164491883.3511294,,,,iota
1764870593.6422102,7445105.04611538,,,,iota
1707077038.286896,136698612.55799255,,,,iota
1583696412.9678783,622653371.4203516,,,,iota
1544857010.0848784,187010418.34390238,,,,iota
1518490756.6762455,36838043.05236209,,,,iota
1502535868.080719,92350021.38271292,,,,iota
1476109610.3078969,247027659.92627996,,,,iota
1462219448.4666328,28317003.31134208,,,,iota
1436474505.416981,98164480.47216356,,,,iota
1422894000.4517307,176851530.4103087,,,,iota
1396440793.7775245,180749740.02517897,,,,iota
1291278411.2197065,357442924.7033484,,,,iota
1275877286.49501,7454000.79133616,,,,iota
1253697767.8109858,94981407.84024212,,,,iota
1194809796.0419006,7841530.22743828,,,,iota
1181575968.3306777,22557350.94998009,,,,iota
